evidence_class,active_or_historical,dataset,method,model,artifact_role,relative_path,bytes,sha256,authenticated,authentication_reference,notes
combination_pilot,active,homecredit,iv_then_boruta,,state_bound_payload,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-iv-then-boruta-pool200-s42.final_selected_features.csv,629,3a83f9900a623749c286bb0c8a5c8ec826cb4e3c27a3bac4e31464bfb5689b7f,True,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-iv-then-boruta-pool200-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,,state_bound_payload,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-iv-then-boruta-pool200-s42.intermediate_features.csv,5734,aab943b0093814713fa544ecee107b321a0ae81a60b9e313bea5c0005d8ed510,True,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-iv-then-boruta-pool200-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,,state_bound_payload,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-iv-then-boruta-pool300-s42.combination_result.json,71412,6050cfa7e02fb38d8c70ba1fe3482b85618e61b234bef7b32c003e32cef1e625,True,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-iv-then-boruta-pool300-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,,state_bound_payload,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-iv-then-boruta-pool300-s42.final_selected_features.csv,706,b6e638a6f99634a6499a1c4c51972a24c5b69bd491dd66835f73e51ed69f61c4,True,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-iv-then-boruta-pool300-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,,state_bound_payload,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-iv-then-boruta-pool300-s42.intermediate_features.csv,8699,4ec541814836d68b1b7ec8f540e5fb9d8fd9ad04c78963e2afbae552ec7f1e79,True,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-iv-then-boruta-pool300-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,catboost,evaluation_state,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-006-homecredit-iv-then-boruta-catboost-pool100-s42.json,7755,558d5ebcd7f1ec94ac5cbe860266df2352fb4951731ead86e084c4aa66bddcd3,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-006-homecredit-iv-then-boruta-catboost-pool100-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,catboost,evaluation_state,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-010-homecredit-iv-then-boruta-catboost-pool200-s42.json,7752,a795f7ddd5611945086ae6df2fd7efc17bbaf6fa64c2a7f88ab288ab0785037f,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-010-homecredit-iv-then-boruta-catboost-pool200-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,catboost,evaluation_state,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-014-homecredit-iv-then-boruta-catboost-pool300-s42.json,7756,54563242fc8e0c1301e1b15cfae45f980e398444d63bd19b16f0775b55c6b35e,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-014-homecredit-iv-then-boruta-catboost-pool300-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,catboost,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-006-homecredit-iv-then-boruta-catboost-pool100-s42.dev_metrics.json,636,c34c480f23b356279798760f1ad077dabc0d4f12161e05467bf8e47038619007,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-006-homecredit-iv-then-boruta-catboost-pool100-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,catboost,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-006-homecredit-iv-then-boruta-catboost-pool100-s42.dev_predictions.csv,2215766,b63479db5e3201ff2a02f66aa63ec22420524276bb7ea457c43fd1948c067c4e,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-006-homecredit-iv-then-boruta-catboost-pool100-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,catboost,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-006-homecredit-iv-then-boruta-catboost-pool100-s42.final_model_configuration.json,1908,ca215c389693c0363c5ab3234a72be3556960bcd9416d755aba92263fa1cea30,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-006-homecredit-iv-then-boruta-catboost-pool100-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,catboost,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-010-homecredit-iv-then-boruta-catboost-pool200-s42.dev_metrics.json,632,0515e427f2013431162bcf79b5ddf57a7dfbbebd3145c174bb71551ec74ad06c,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-010-homecredit-iv-then-boruta-catboost-pool200-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,catboost,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-010-homecredit-iv-then-boruta-catboost-pool200-s42.dev_predictions.csv,2216133,3cda45ddce4e436a0aa6931c91c4c2a60f034ffbfca212372128b66d504c6956,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-010-homecredit-iv-then-boruta-catboost-pool200-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,catboost,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-010-homecredit-iv-then-boruta-catboost-pool200-s42.final_model_configuration.json,1908,2f341a650b44d5603787e80ee37bfa5a859ff9815d7a11a126bfdc55384d12e8,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-010-homecredit-iv-then-boruta-catboost-pool200-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,catboost,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-014-homecredit-iv-then-boruta-catboost-pool300-s42.dev_metrics.json,636,ef38a5fe112f042a7a6620979dc127e893fdbf6d714860f2dac1bde1ba19bd61,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-014-homecredit-iv-then-boruta-catboost-pool300-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,catboost,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-014-homecredit-iv-then-boruta-catboost-pool300-s42.dev_predictions.csv,2216127,8fb8b674a0df4efbe7c9f5e0232ace37f07abed0aebc0e1162379799b5fb5370,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-014-homecredit-iv-then-boruta-catboost-pool300-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,catboost,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-014-homecredit-iv-then-boruta-catboost-pool300-s42.final_model_configuration.json,1908,00173b660c921647d753d2b94d6634d3cfc69e3dbabb09cc3d3b544df7bbd789,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-014-homecredit-iv-then-boruta-catboost-pool300-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,lr,evaluation_state,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-005-homecredit-iv-then-boruta-lr-pool100-s42.json,6903,db20fa96ed525de1547aafe27f72fa71c553b966d4d2811e329e05643286e5bd,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-005-homecredit-iv-then-boruta-lr-pool100-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,lr,evaluation_state,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-009-homecredit-iv-then-boruta-lr-pool200-s42.json,6905,1e479a35ecd4490fc5bfa4f02018b12e217f9d8a407c6ef7dfb6a304cc249268,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-009-homecredit-iv-then-boruta-lr-pool200-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,lr,evaluation_state,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-013-homecredit-iv-then-boruta-lr-pool300-s42.json,6905,d5e8c929508773f44d10c10062073d15bd2dfd50a4608837c563c98ff2610cab,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-013-homecredit-iv-then-boruta-lr-pool300-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,lr,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-005-homecredit-iv-then-boruta-lr-pool100-s42.dev_metrics.json,632,d4655b4b65bb2fa1e957c12ae5157e415814f538178d3f03e206163ab5bf0fb2,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-005-homecredit-iv-then-boruta-lr-pool100-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,lr,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-005-homecredit-iv-then-boruta-lr-pool100-s42.dev_predictions.csv,2011135,c9531164f79a57d0cda7efb353702f31aa508eda63e40b028e2fceb6d92bfc8a,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-005-homecredit-iv-then-boruta-lr-pool100-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,lr,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-005-homecredit-iv-then-boruta-lr-pool100-s42.final_model_configuration.json,1208,23ada95e0f85d6c5567ea9ff168c512133154e10cf2b1a8c4ffac63b30c177d9,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-005-homecredit-iv-then-boruta-lr-pool100-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,lr,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-009-homecredit-iv-then-boruta-lr-pool200-s42.dev_metrics.json,634,d6e85102df0826f1b9f7ac1037d829208cf0bca848f1a8e7bb66e217255c6524,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-009-homecredit-iv-then-boruta-lr-pool200-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,lr,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-009-homecredit-iv-then-boruta-lr-pool200-s42.dev_predictions.csv,2011227,41bfb1487ffd1cb340ce79b0b19491c58e93438cf1d93dbcc7aa93e1d7e9c3e8,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-009-homecredit-iv-then-boruta-lr-pool200-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,lr,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-009-homecredit-iv-then-boruta-lr-pool200-s42.final_model_configuration.json,1208,c1e37ee6cd62fbabf52d369bce5d8651f5a21d995448ed040812670af9b58207,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-009-homecredit-iv-then-boruta-lr-pool200-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,lr,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-013-homecredit-iv-then-boruta-lr-pool300-s42.dev_metrics.json,633,a15fb606d816a1443191297f19b08385642e1cfbd4843f6f71c5d4daa95d1eaf,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-013-homecredit-iv-then-boruta-lr-pool300-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,lr,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-013-homecredit-iv-then-boruta-lr-pool300-s42.dev_predictions.csv,2011253,d481a5c68d4aefaadb2168ca0a7302a8ae64611a698f47b8bf201e9053f66843,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-013-homecredit-iv-then-boruta-lr-pool300-s42.json,
combination_pilot,active,homecredit,iv_then_boruta,lr,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-013-homecredit-iv-then-boruta-lr-pool300-s42.final_model_configuration.json,1208,ef5b266a95ee6724b1f2697381ab09daf3cb02ff1ce210b9f4ce57dcd1d47ccb,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-013-homecredit-iv-then-boruta-lr-pool300-s42.json,
combination_pilot,active,homecredit,statistical_normalized_average_rank,,selection_state,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-statistical-normalized-average-rank-k20-s42.json,1084439,57c981416834e0c9848264e25467b45bdf723c3487eae95bf389e5081514e338,True,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-statistical-normalized-average-rank-k20-s42.json,
combination_pilot,active,homecredit,statistical_normalized_average_rank,,selection_state,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-statistical-normalized-average-rank-k40-s42.json,1085346,509bf863c93c84498ce58926fc2f6fec56cfc4ccea27571a43072fd995ab8e06,True,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-statistical-normalized-average-rank-k40-s42.json,
combination_pilot,active,homecredit,statistical_normalized_average_rank,,state_bound_payload,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-statistical-normalized-average-rank-k20-s42.combination_result.json,1002276,372af7ff171b4e7ea24631b0e44bd0731c17c4c80b972bb76550b49c66042908,True,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-statistical-normalized-average-rank-k20-s42.json,
combination_pilot,active,homecredit,statistical_normalized_average_rank,,state_bound_payload,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-statistical-normalized-average-rank-k20-s42.final_selected_features.csv,504,2f17fcadb3bc707024ae6c0be6b2f12f6c51dfbb034802f05274a6a4f6a95188,True,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-statistical-normalized-average-rank-k20-s42.json,
combination_pilot,active,homecredit,statistical_normalized_average_rank,,state_bound_payload,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-statistical-normalized-average-rank-k20-s42.voting_evidence.csv,318088,9f71900c3a74183c24de14bc4f76d9446c6643e9262a38df24286d3eea952501,True,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-statistical-normalized-average-rank-k20-s42.json,
combination_pilot,active,homecredit,statistical_normalized_average_rank,,state_bound_payload,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-statistical-normalized-average-rank-k40-s42.combination_result.json,1002546,fbe07c391e269960d6cba147764af68b4b997ba4496c1c5a8da11ea81f74fc56,True,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-statistical-normalized-average-rank-k40-s42.json,
combination_pilot,active,homecredit,statistical_normalized_average_rank,,state_bound_payload,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-statistical-normalized-average-rank-k40-s42.final_selected_features.csv,1036,f0f63b0191eea87e8e95c494b9ed8f75d635c62367afdc56edfe5c4153e2c31e,True,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-statistical-normalized-average-rank-k40-s42.json,
combination_pilot,active,homecredit,statistical_normalized_average_rank,,state_bound_payload,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-statistical-normalized-average-rank-k40-s42.voting_evidence.csv,318073,20203cb1a54c652c6f0fed0ad1a60c2ba55b1afeeaac91ddbf140606cffcfcc3,True,results/selector_combinations_v1/pilot/selections/scv1-homecredit-fold-1-statistical-normalized-average-rank-k40-s42.json,
combination_pilot,active,homecredit,statistical_normalized_average_rank,catboost,evaluation_state,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-002-homecredit-statistical-normalized-average-rank-catboost-k40-s42.json,7957,7ee2af5f6ec7829642b488b43cf4e69173619d42c9057b1568cfbcf4e3884c99,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-002-homecredit-statistical-normalized-average-rank-catboost-k40-s42.json,
combination_pilot,active,homecredit,statistical_normalized_average_rank,catboost,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-002-homecredit-statistical-normalized-average-rank-catboost-k40-s42.dev_metrics.json,631,5ba2e0989950d30f13272bcdf4d35a7c753054130e75a3a51809706684ca801f,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-002-homecredit-statistical-normalized-average-rank-catboost-k40-s42.json,
combination_pilot,active,homecredit,statistical_normalized_average_rank,catboost,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-002-homecredit-statistical-normalized-average-rank-catboost-k40-s42.dev_predictions.csv,2852416,b655d0e6c2544f5f9beac268c8bb6d56c1d32acb4cae58146bef5fa9079056f8,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-002-homecredit-statistical-normalized-average-rank-catboost-k40-s42.json,
combination_pilot,active,homecredit,statistical_normalized_average_rank,catboost,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-002-homecredit-statistical-normalized-average-rank-catboost-k40-s42.final_model_configuration.json,1908,370c849b77b5f4c93d9241990abb6057ea5a7e4d7883b0a016471b7f2a15145e,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-002-homecredit-statistical-normalized-average-rank-catboost-k40-s42.json,
combination_pilot,active,homecredit,statistical_normalized_average_rank,lr,evaluation_state,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-001-homecredit-statistical-normalized-average-rank-lr-k20-s42.json,7114,696cc54f0a80d5209baf193821b31e5aa8618615b6467d6b05e6125e5d65cd4f,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-001-homecredit-statistical-normalized-average-rank-lr-k20-s42.json,
combination_pilot,active,homecredit,statistical_normalized_average_rank,lr,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-001-homecredit-statistical-normalized-average-rank-lr-k20-s42.dev_metrics.json,636,03a7a04c30a71526133c5ea342d8dd377e6d50cc0457c7a3914eb0c91d8e8775,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-001-homecredit-statistical-normalized-average-rank-lr-k20-s42.json,
combination_pilot,active,homecredit,statistical_normalized_average_rank,lr,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-001-homecredit-statistical-normalized-average-rank-lr-k20-s42.dev_predictions.csv,2646791,73418b7eb3d3e4ca2c0f250fd7e5c9f9d28468b1ab9912bb762716944da3f842,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-001-homecredit-statistical-normalized-average-rank-lr-k20-s42.json,
combination_pilot,active,homecredit,statistical_normalized_average_rank,lr,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-001-homecredit-statistical-normalized-average-rank-lr-k20-s42.final_model_configuration.json,1208,a56991bba01a56c649971329362f335394913daf9760f41c262b3f3398590865,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-001-homecredit-statistical-normalized-average-rank-lr-k20-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_mrmr_mutual_information,,selection_state,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-mrmr-mutual-information-k20-s42.json,139432,fc15ae886fc67399cde21f71784b8c905d6c30ff905236f741f06d456840c37a,True,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-mrmr-mutual-information-k20-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_mrmr_mutual_information,,selection_state,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-mrmr-mutual-information-k40-s42.json,140760,f716bea1233bd5fb7dc49e4875e9bc829ce5ac7ad63f4dcac0d81568aa4d9ade,True,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-mrmr-mutual-information-k40-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_mrmr_mutual_information,,state_bound_payload,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-mrmr-mutual-information-k20-s42.combination_result.json,123140,24a7f092823793b52dd1dc42bc786acfc355205b42172f1e302c99bf58fe5e62,True,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-mrmr-mutual-information-k20-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_mrmr_mutual_information,,state_bound_payload,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-mrmr-mutual-information-k20-s42.final_selected_features.csv,570,5c542d4c969de6eb76abdbf82de974a1299da108f04a23ca0617fd2b4a35afa2,True,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-mrmr-mutual-information-k20-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_mrmr_mutual_information,,state_bound_payload,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-mrmr-mutual-information-k20-s42.intermediate_features.csv,4431,1b1cac4b921e30cde3015165743217fcd7167cec9f0642070a638b4c6c1ac02f,True,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-mrmr-mutual-information-k20-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_mrmr_mutual_information,,state_bound_payload,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-mrmr-mutual-information-k40-s42.combination_result.json,123743,d5bf54cdfd2781370df6822afbf49c4be56afb5a1ec0a12fbde96dea12e547bd,True,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-mrmr-mutual-information-k40-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_mrmr_mutual_information,,state_bound_payload,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-mrmr-mutual-information-k40-s42.final_selected_features.csv,1094,36cb781fad420cf714dfc9bb03d35c6dc692c655158cb0a26cc718ee79b3be16,True,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-mrmr-mutual-information-k40-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_mrmr_mutual_information,,state_bound_payload,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-mrmr-mutual-information-k40-s42.intermediate_features.csv,4431,1b1cac4b921e30cde3015165743217fcd7167cec9f0642070a638b4c6c1ac02f,True,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-mrmr-mutual-information-k40-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,evaluation_state,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-020-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-k40-s42.json,8062,23d7cccd13583b61a577b876f39a7865824ea469775270a2fc89099bb2045d1f,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-020-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-k40-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-020-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-k40-s42.dev_metrics.json,638,402f262e092ab6c0f9c3ef5499dcdfcd6dc96aad312210c516e4aa3ce1edfbc4,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-020-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-k40-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-020-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-k40-s42.dev_predictions.csv,20599230,844bcfbd256ba58b05741c97205e0064146398230e49dccc26e8d86c25880ec5,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-020-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-k40-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_mrmr_mutual_information,catboost,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-020-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-k40-s42.final_model_configuration.json,1945,ccde9814bb86ca3a6f9eebb38595f0f6898fd66b1aa7cc01ce81a9b8b47b7261,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-020-lendingclub_v2-boruta-then-mrmr-mutual-information-catboost-k40-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,evaluation_state,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-019-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-k20-s42.json,7213,c95f353baef490cbe56244a3ab4bd2263b84a3114e1e6f888bcbc779dd70bbec,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-019-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-k20-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-019-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-k20-s42.dev_metrics.json,637,9435f5fc05b84c762dcfc526772fb7b516cf4a5bb58c18bc1358bf5ccbb50d45,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-019-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-k20-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-019-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-k20-s42.dev_predictions.csv,19219411,e2be33f9111c5ee2a942080ab84908166933ef61d97676bbd96c61998e969d13,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-019-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-k20-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_mrmr_mutual_information,lr,state_bound_payload,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-019-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-k20-s42.final_model_configuration.json,1245,461d065110791b9305c8a21759be05ac57d495f884d3561dee84570f83d05c0a,True,results/selector_combinations_v1/pilot/evaluations/scv1-pilot-019-lendingclub_v2-boruta-then-mrmr-mutual-information-lr-k20-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_rfe_catboost,,selection_state,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k20-s42.json,150553,7da85b1841e33c48ac74b74c165b8b3b20df5fbae026518f4883d8dffd9ec821,True,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k20-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_rfe_catboost,,selection_state,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k40-s42.json,151517,71d17f579ed582e90f1d6582e6c745c7fb9170be90b3b4c86cf7fde6e208342f,True,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k40-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_rfe_catboost,,state_bound_payload,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k20-s42.combination_result.json,133057,85a6a51e185dfd319bace3b78e68e206601776aa132b7290848ff5ddff1eac7a,True,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k20-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_rfe_catboost,,state_bound_payload,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k20-s42.final_selected_features.csv,562,ee7652df879a28aa9c734ffcac28fc2140ae0a74e44df32ce2ac9ed20c6fc9c5,True,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k20-s42.json,
combination_pilot,active,lendingclub_v2,boruta_then_rfe_catboost,,state_bound_payload,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k20-s42.intermediate_features.csv,4431,1b1cac4b921e30cde3015165743217fcd7167cec9f0642070a638b4c6c1ac02f,True,results/selector_combinations_v1/pilot/selections/scv1-lendingclub_v2-fold-1-boruta-then-rfe-catboost-k20-s42.json,
